1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
1186.9160000000002,55.65,73.73,0.6744,1658.0,0.0,4.1160000000000005,-1.024,646.33,31.51,99.96,0.0,0.0,0.0,32.97,674.79,15.01,1658.0,0.0,0.0,0.0,0.0
1188.201,55.7,77.09,1.2685,1660.0,0.0,4.1530000000000005,-1.135,646.78,31.53,81.46,0.0,0.0,0.0,32.99,675.16,14.9,1660.0,0.0,0.0,0.0,0.0
1189.486,55.75,76.95,1.2427,1663.0,0.0,4.082,-0.9283,647.22,31.55,102.09,0.0,0.0,0.0,33.01,675.54,13.94,1663.0,0.0,0.0,0.0,0.0
1190.511,55.8,76.86,1.226,1665.0,0.0,4.086,-0.9419,647.67,31.57,68.02,0.0,0.0,0.0,33.03,675.91,10.34,1665.0,0.0,0.0,0.0,0.0
1191.362,55.85,76.14,1.0978,1668.0,0.0,3.9219999999999997,-0.4608,647.89,31.58,86.52,0.0,0.0,0.0,33.05,676.28,11.31,1668.0,0.0,0.0,0.0,0.0
1192.213,55.9,75.2,0.9306,1670.0,0.0,3.8789999999999996,-0.3357,648.34,31.6,99.2,0.0,0.0,0.0,33.07,676.65,11.79,1670.0,0.0,0.0,0.0,0.0
1193.0639999999999,55.95,74.7,0.8414,1673.0,0.0,3.8810000000000002,-0.3444,648.78,31.62,74.01,0.0,0.0,0.0,33.09,677.02,12.09,1673.0,0.0,0.0,0.0,0.0
1193.915,56.0,74.98,0.8904,1675.0,0.0,3.583,0.5331,649.23,31.64,144.23,0.0,0.0,0.0,33.11,677.39,12.03,1675.0,0.0,0.0,0.0,0.0
1194.766,56.05,73.1,0.5568,1678.0,0.0,3.693,0.2058,649.68,31.66,95.26,0.0,0.0,0.0,33.13,677.77,12.45,1678.0,0.0,0.0,0.0,0.0
1195.617,56.1,72.66,0.4782,1680.0,0.0,3.6460000000000004,0.3426,650.12,31.68,103.28,0.0,0.0,0.0,33.15,678.14,13.08,1680.0,0.0,0.0,0.0,0.0
1196.468,56.15,68.62,-0.238,1683.0,0.0,3.5989999999999998,0.4786,650.57,31.7,135.73,0.0,0.0,0.0,33.19,678.88,14.15,1683.0,0.0,0.0,0.0,0.0
1197.319,56.2,64.49,-0.9701,1685.0,0.0,3.585,0.518,651.01,31.72,96.29,0.0,0.0,0.0,33.21,679.25,13.89,1685.0,0.0,0.0,0.0,0.0
1198.185,56.25,57.66,-2.1803,1688.0,0.0,3.745,0.0432,651.46,31.74,215.77,0.0,0.0,0.0,33.23,679.63,12.45,1688.0,0.0,0.0,0.0,0.0
1199.109,56.3,61.7,-1.4656,1690.0,0.0,3.715,0.1298,651.9,31.76,116.66,0.0,0.0,0.0,33.25,680.0,12.92,1690.0,0.0,0.0,0.0,0.0
1200.0330000000001,56.35,66.79,-0.5648,1693.0,0.0,3.7510000000000003,0.0209,652.52,31.79,148.95,0.0,0.0,0.0,33.27,680.37,15.14,1693.0,0.0,0.0,0.0,0.0
1200.9569999999999,56.4,67.25,-0.4841,1695.0,0.0,3.84,-0.2436,652.94,31.81,106.69,0.0,0.0,0.0,33.29,680.74,13.52,1695.0,0.0,0.0,0.0,0.0
1201.88,56.45,65.66,-0.7664,1698.0,0.0,3.7769999999999997,-0.0604,652.94,31.81,148.43,0.0,0.0,0.0,33.31,681.11,14.71,1698.0,0.0,0.0,0.0,0.0
1202.8039999999999,56.5,64.11,-1.0416,1700.0,0.0,4.073,-0.9357,653.36,31.83,149.56,0.0,0.0,0.0,33.33,681.48,14.16,1700.0,0.0,0.0,0.0,0.0
1203.728,56.55,63.02,-1.2354,1703.0,0.0,4.109,-1.0447,653.36,31.83,140.14,0.0,0.0,0.0,33.35,681.86,14.09,1703.0,0.0,0.0,0.0,0.0
1204.652,56.6,59.45,-1.8683,1705.0,0.0,4.181,-1.259,653.78,31.85,138.15,0.0,0.0,0.0,33.37,682.23,15.24,1705.0,0.0,0.0,0.0,0.0
1205.576,56.65,58.02,-2.1223,1708.0,0.0,4.1819999999999995,-1.2647,653.78,31.85,157.37,0.0,0.0,0.0,33.39,682.6,16.25,1708.0,0.0,0.0,0.0,0.0
1206.5,56.7,60.46,-1.6909,1710.0,0.0,3.93,-0.5229,654.2,31.87,151.2,0.0,0.0,0.0,33.41,682.97,17.45,1710.0,0.0,0.0,0.0,0.0
1207.424,56.75,61.9,-1.4366,1713.0,0.0,3.86,-0.3191,654.41,31.88,144.4,0.0,0.0,0.0,33.43,683.34,16.63,1713.0,0.0,0.0,0.0,0.0
1208.348,56.8,63.64,-1.1291,1715.0,0.0,3.838,-0.256,654.61,31.89,155.7,0.0,0.0,0.0,33.45,683.71,16.25,1715.0,0.0,0.0,0.0,0.0
1209.272,56.85,66.03,-0.7066,1718.0,0.0,3.59,0.473,654.82,31.9,130.51,0.0,0.0,0.0,33.47,684.09,16.75,1718.0,0.0,0.0,0.0,0.0
1210.1960000000001,56.9,66.02,-0.7091,1720.0,0.0,3.4939999999999998,0.7544,655.03,31.91,137.02,0.0,0.0,0.0,33.49,684.46,17.1,1720.0,0.0,0.0,0.0,0.0
1211.12,56.95,63.33,-1.1862,1723.0,0.0,3.7510000000000003,-0.0067,655.24,31.92,201.0,0.0,0.0,0.0,33.51,684.83,15.39,1723.0,0.0,0.0,0.0,0.0
1212.0430000000001,57.0,63.4,-1.1745,1725.0,0.0,3.7910000000000004,-0.1265,655.45,31.93,111.74,0.0,0.0,0.0,33.53,685.2,14.61,1725.0,0.0,0.0,0.0,0.0
1212.9669999999999,57.05,61.88,-1.4444,1728.0,0.0,3.7969999999999997,-0.147,655.65,31.94,110.33,0.0,0.0,0.0,33.55,685.57,14.14,1728.0,0.0,0.0,0.0,0.0
1213.891,57.1,63.69,-1.1246,1730.0,0.0,3.7430000000000003,0.0105,655.83,31.95,110.91,0.0,0.0,0.0,33.57,685.95,13.79,1730.0,0.0,0.0,0.0,0.0
1214.815,57.15,62.43,-1.3485,1733.0,0.0,3.8560000000000003,-0.3257,656.21,31.97,129.06,0.0,0.0,0.0,33.59,686.32,14.42,1733.0,0.0,0.0,0.0,0.0
1215.815,57.2,61.86,-1.4502,1735.0,0.0,3.597,0.4367,656.58,31.99,115.13,0.0,0.0,0.0,33.61,686.69,14.13,1735.0,0.0,0.0,0.0,0.0
1216.833,57.25,64.55,-0.9746,1738.0,0.0,3.6,0.4251,656.95,32.01,147.05,0.0,0.0,0.0,33.63,687.06,13.78,1738.0,0.0,0.0,0.0,0.0
1217.8519999999999,57.3,64.6,-0.9665,1740.0,0.0,3.7089999999999996,0.1016,657.32,32.03,151.44,0.0,0.0,0.0,33.65,687.43,15.92,1740.0,0.0,0.0,0.0,0.0
1218.87,57.35,64.05,-1.0647,1743.0,0.0,3.707,0.1048,657.69,32.05,125.46,0.0,0.0,0.0,33.67,687.8,15.56,1743.0,0.0,0.0,0.0,0.0
1219.889,57.4,65.91,-0.7361,1745.0,0.0,4.12,-1.1157,658.06,32.07,145.16,0.0,0.0,0.0,33.69,688.17,15.88,1745.0,0.0,0.0,0.0,0.0
1220.907,57.45,66.67,-0.6023,1748.0,0.0,4.17,-1.266,658.44,32.09,216.6,0.0,0.0,0.0,33.71,688.55,16.41,1748.0,0.0,0.0,0.0,0.0
1221.9260000000002,57.5,63.78,-1.1149,1750.0,0.0,4.165,-1.2531,658.81,32.11,208.71,0.0,0.0,0.0,33.73,688.92,15.78,1750.0,0.0,0.0,0.0,0.0
1222.944,57.55,64.83,-0.9297,1753.0,0.0,3.846,-0.3145,659.18,32.13,194.47,0.0,0.0,0.0,33.75,689.29,17.16,1753.0,0.0,0.0,0.0,0.0
1223.963,57.6,64.13,-1.0545,1755.0,0.0,3.74,-0.0036,659.55,32.15,147.88,0.0,0.0,0.0,33.77,689.66,15.41,1755.0,0.0,0.0,0.0,0.0
1224.982,57.65,65.49,-0.8144,1758.0,0.0,3.8280000000000003,-0.266,659.92,32.17,213.37,0.0,0.0,0.0,33.79,690.03,15.72,1758.0,0.0,0.0,0.0,0.0
1226.0,57.7,65.92,-0.739,1760.0,0.0,3.5260000000000002,0.6233,660.3,32.19,215.66,0.0,0.0,0.0,33.81,690.41,17.82,1760.0,0.0,0.0,0.0,0.0
1227.019,57.75,67.43,-0.4724,1763.0,0.0,3.6289999999999996,0.3166,660.67,32.21,176.02,0.0,0.0,0.0,33.83,690.78,15.4,1763.0,0.0,0.0,0.0,0.0
1228.037,57.8,72.11,0.3556,1765.0,0.0,3.491,0.722,661.04,32.23,130.56,0.0,0.0,0.0,33.85,691.15,14.87,1765.0,0.0,0.0,0.0,0.0
1229.056,57.85,74.23,0.7303,1768.0,0.0,3.516,0.6454,661.41,32.25,127.36,0.0,0.0,0.0,33.87,691.52,16.09,1768.0,0.0,0.0,0.0,0.0
1230.0739999999998,57.9,75.47,0.9491,1770.0,0.0,3.486,0.7321,661.78,32.27,146.99,0.0,0.0,0.0,33.89,691.89,14.95,1770.0,0.0,0.0,0.0,0.0
1231.093,57.95,76.48,1.1272,1773.0,0.0,3.407,0.9625,662.15,32.29,155.77,0.0,0.0,0.0,33.91,692.26,17.6,1773.0,0.0,0.0,0.0,0.0
1232.111,58.0,77.2,1.2539,1775.0,0.0,3.5189999999999997,0.6302,662.52,32.31,238.55,0.0,0.0,0.0,33.93,692.64,17.45,1775.0,0.0,0.0,0.0,0.0
1233.13,58.05,78.01,1.3966,1778.0,0.0,3.569,0.4799,662.9,32.33,119.72,0.0,0.0,0.0,33.95,693.01,17.7,1778.0,0.0,0.0,0.0,0.0
1234.1480000000001,58.1,77.64,1.3303,1780.0,0.0,3.673,0.1712,663.27,32.35,156.67,0.0,0.0,0.0,33.97,693.38,17.03,1780.0,0.0,0.0,0.0,0.0
1235.167,58.15,79.29,1.6217,1783.0,0.0,3.7539999999999996,-0.0706,663.64,32.37,115.28,0.0,0.0,0.0,33.99,693.75,17.72,1783.0,0.0,0.0,0.0,0.0
1236.185,58.2,78.24,1.4349,1785.0,0.0,3.801,-0.2111,664.01,32.39,121.67,0.0,0.0,0.0,34.01,694.12,17.84,1785.0,0.0,0.0,0.0,0.0
1237.204,58.25,77.39,1.2836,1788.0,0.0,3.875,-0.4322,664.38,32.41,203.17,0.0,0.0,0.0,34.03,694.5,17.23,1788.0,0.0,0.0,0.0,0.0
1238.222,58.3,75.09,0.8755,1790.0,0.0,3.9760000000000004,-0.7321,664.76,32.43,225.8,0.0,0.0,0.0,34.05,694.87,17.01,1790.0,0.0,0.0,0.0,0.0
1239.241,58.35,78.5,1.4786,1793.0,0.0,4.029,-0.8912,665.13,32.45,175.53,0.0,0.0,0.0,34.07,695.24,15.86,1793.0,0.0,0.0,0.0,0.0
1240.259,58.4,76.73,1.1644,1795.0,0.0,4.091,-1.076,665.5,32.47,197.28,0.0,0.0,0.0,34.09,695.61,17.42,1795.0,0.0,0.0,0.0,0.0
1241.278,58.45,74.7,0.8041,1798.0,0.0,3.929,-0.6008,665.87,32.49,142.93,0.0,0.0,0.0,34.11,695.98,17.76,1798.0,0.0,0.0,0.0,0.0
1242.296,58.5,72.26,0.3711,1800.0,0.0,3.955,-0.6793,666.24,32.51,191.15,0.0,0.0,0.0,34.13,696.35,16.19,1800.0,0.0,0.0,0.0,0.0
1243.315,58.55,71.07,0.1596,1803.0,0.0,3.8,-0.2247,666.61,32.53,194.7,0.0,0.0,0.0,34.15,696.73,17.88,1803.0,0.0,0.0,0.0,0.0
1244.333,58.6,68.58,-0.2822,1805.0,0.0,3.685,0.1128,666.99,32.55,140.14,0.0,0.0,0.0,34.17,697.1,17.66,1805.0,0.0,0.0,0.0,0.0
1245.3519999999999,58.65,64.76,-0.9595,1808.0,0.0,3.66,0.1838,667.36,32.57,138.2,0.0,0.0,0.0,34.19,697.47,17.41,1808.0,0.0,0.0,0.0,0.0
1246.37,58.7,60.47,-1.72,1810.0,0.0,3.515,0.6098,667.73,32.59,193.88,0.0,0.0,0.0,34.21,697.84,18.01,1810.0,0.0,0.0,0.0,0.0
1247.389,58.75,57.81,-2.1919,1813.0,0.0,3.6660000000000004,0.1615,668.1,32.61,172.03,0.0,0.0,0.0,34.23,698.21,18.21,1813.0,0.0,0.0,0.0,0.0
1248.389,58.8,58.91,-1.9979,1815.0,0.0,3.612,0.319,668.47,32.63,144.67,0.0,0.0,0.0,34.25,698.58,19.08,1815.0,0.0,0.0,0.0,0.0
1249.361,58.85,59.65,-1.8676,1818.0,0.0,3.957,-0.7017,668.85,32.65,150.58,0.0,0.0,0.0,34.27,698.96,18.12,1818.0,0.0,0.0,0.0,0.0
1250.333,58.9,59.76,-1.8488,1820.0,0.0,3.8369999999999997,-0.3495,669.22,32.67,158.11,0.0,0.0,0.0,34.29,699.33,18.79,1820.0,0.0,0.0,0.0,0.0
1251.306,58.95,60.69,-1.6849,1823.0,0.0,3.7230000000000003,-0.0159,669.59,32.69,168.18,0.0,0.0,0.0,34.31,699.7,18.47,1823.0,0.0,0.0,0.0,0.0
1252.278,59.0,61.87,-1.4767,1825.0,0.0,3.705,0.0354,669.96,32.71,271.24,0.0,0.0,0.0,34.33,700.07,18.77,1825.0,0.0,0.0,0.0,0.0
1253.25,59.05,57.89,-2.1823,1828.0,0.0,3.634,0.2422,670.33,32.73,139.18,0.0,0.0,0.0,34.35,700.44,18.21,1828.0,0.0,0.0,0.0,0.0
1254.222,59.1,59.09,-1.9705,1830.0,0.0,3.451,0.7803,670.7,32.75,142.17,0.0,0.0,0.0,34.37,700.81,18.0,1830.0,0.0,0.0,0.0,0.0
1255.194,59.15,60.35,-1.7481,1833.0,0.0,3.614,0.2966,671.08,32.77,134.94,0.0,0.0,0.0,34.39,701.19,17.28,1833.0,0.0,0.0,0.0,0.0
1256.167,59.2,62.19,-1.423,1835.0,0.0,3.64,0.218,671.45,32.79,115.12,0.0,0.0,0.0,34.41,701.56,18.12,1835.0,0.0,0.0,0.0,0.0
1257.139,59.25,61.87,-1.4804,1838.0,0.0,3.543,0.5015,671.82,32.81,255.23,0.0,0.0,0.0,34.43,701.93,18.68,1838.0,0.0,0.0,0.0,0.0
1258.111,59.3,62.01,-1.4564,1840.0,0.0,3.583,0.3816,672.19,32.83,165.57,0.0,0.0,0.0,34.45,702.3,19.7,1840.0,0.0,0.0,0.0,0.0
1259.083,59.35,59.96,-1.8202,1843.0,0.0,3.5389999999999997,0.5087,672.56,32.85,121.27,0.0,0.0,0.0,34.47,702.67,17.6,1843.0,0.0,0.0,0.0,0.0
1260.056,59.4,60.52,-1.7218,1845.0,0.0,3.638,0.2148,672.93,32.87,111.62,0.0,0.0,0.0,34.49,703.04,18.74,1845.0,0.0,0.0,0.0,0.0
1261.028,59.45,63.17,-1.2532,1848.0,0.0,3.781,-0.21,673.31,32.89,116.54,0.0,0.0,0.0,34.51,703.42,17.46,1848.0,0.0,0.0,0.0,0.0
1262.0,59.5,67.67,-0.457,1850.0,0.0,3.642,0.1984,673.68,32.91,160.84,0.0,0.0,0.0,34.53,703.79,17.93,1850.0,0.0,0.0,0.0,0.0
1262.972,59.55,69.16,-0.1939,1853.0,0.0,3.6260000000000003,0.2428,674.05,32.93,139.93,0.0,0.0,0.0,34.55,704.16,16.33,1853.0,0.0,0.0,0.0,0.0
1263.944,59.6,71.38,0.1985,1855.0,0.0,3.553,0.4564,674.42,32.95,170.19,0.0,0.0,0.0,34.57,704.53,17.85,1855.0,0.0,0.0,0.0,0.0
1264.917,59.65,72.51,0.3979,1858.0,0.0,3.655,0.1527,674.79,32.97,204.14,0.0,0.0,0.0,34.59,704.9,18.87,1858.0,0.0,0.0,0.0,0.0
1265.889,59.7,69.9,-0.0651,1860.0,0.0,3.884,-0.5249,675.16,32.99,195.65,0.0,0.0,0.0,34.61,705.28,18.08,1860.0,0.0,0.0,0.0,0.0
1266.861,59.75,74.95,0.8285,1863.0,0.0,4.1419999999999995,-1.2889,675.91,33.03,194.09,0.0,0.0,0.0,34.63,705.65,17.88,1863.0,0.0,0.0,0.0,0.0
1267.833,59.8,78.45,1.4476,1865.0,0.0,4.17,-1.3734,676.28,33.05,168.09,0.0,0.0,0.0,34.65,706.02,16.98,1865.0,0.0,0.0,0.0,0.0
1268.806,59.85,79.26,1.5903,1868.0,0.0,3.948,-0.7211,676.65,33.07,144.23,0.0,0.0,0.0,34.67,706.39,17.54,1868.0,0.0,0.0,0.0,0.0
1269.778,59.9,78.33,1.4248,1870.0,0.0,4.004,-0.8882,677.02,33.09,146.42,0.0,0.0,0.0,34.69,706.76,17.97,1870.0,0.0,0.0,0.0,0.0
1270.75,59.95,78.67,1.4843,1873.0,0.0,3.855,-0.4513,677.39,33.11,186.35,0.0,0.0,0.0,34.71,707.13,17.87,1873.0,0.0,0.0,0.0,0.0
1271.722,60.0,78.99,1.5402,1875.0,0.0,3.83,-0.3793,677.77,33.13,124.67,0.0,0.0,0.0,34.73,707.51,17.45,1875.0,0.0,0.0,0.0,0.0
1272.694,60.05,78.5,1.4527,1878.0,0.0,3.759,-0.1726,678.14,33.15,140.82,0.0,0.0,0.0,34.75,707.88,16.34,1878.0,0.0,0.0,0.0,0.0
1273.667,60.1,73.25,0.5221,1880.0,0.0,3.767,-0.198,678.88,33.19,148.18,0.0,0.0,0.0,34.77,708.25,15.74,1880.0,0.0,0.0,0.0,0.0
1274.639,60.15,76.77,1.1448,1883.0,0.0,3.766,-0.1978,679.25,33.21,161.48,0.0,0.0,0.0,34.79,708.62,16.22,1883.0,0.0,0.0,0.0,0.0
1275.611,60.2,76.1,1.0254,1885.0,0.0,3.76,-0.182,679.63,33.23,142.55,0.0,0.0,0.0,34.81,708.99,16.14,1885.0,0.0,0.0,0.0,0.0
1276.583,60.25,76.05,1.0158,1888.0,0.0,3.596,0.2992,680.0,33.25,137.35,0.0,0.0,0.0,34.83,709.36,13.87,1888.0,0.0,0.0,0.0,0.0
1277.556,60.3,75.97,1.0008,1890.0,0.0,3.693,0.0112,680.37,33.27,99.09,0.0,0.0,0.0,34.85,709.74,12.23,1890.0,0.0,0.0,0.0,0.0
1278.528,60.35,75.33,0.8867,1893.0,0.0,3.6489999999999996,0.1382,680.74,33.29,104.25,0.0,0.0,0.0,34.87,710.11,12.51,1893.0,0.0,0.0,0.0,0.0
1279.5,60.4,74.3,0.7036,1895.0,0.0,3.725,-0.0879,681.11,33.31,111.14,0.0,0.0,0.0,34.89,710.48,10.76,1895.0,0.0,0.0,0.0,0.0
1280.472,60.45,73.49,0.5594,1898.0,0.0,3.7060000000000004,-0.0346,681.48,33.33,111.75,0.0,0.0,0.0,34.91,710.85,11.42,1898.0,0.0,0.0,0.0,0.0
1281.444,60.5,72.54,0.3904,1900.0,0.0,3.952,-0.7623,681.86,33.35,106.6,0.0,0.0,0.0,34.93,711.22,10.38,1900.0,0.0,0.0,0.0,0.0
1282.417,60.55,71.26,0.1629,1903.0,0.0,3.9739999999999998,-0.8299,682.23,33.37,100.17,0.0,0.0,0.0,34.95,711.6,11.76,1903.0,0.0,0.0,0.0,0.0
1283.389,60.6,67.83,-0.4453,1905.0,0.0,4.019,-0.9646,682.6,33.39,73.93,0.0,0.0,0.0,34.97,711.97,9.38,1905.0,0.0,0.0,0.0,0.0
1284.361,60.65,65.58,-0.8445,1908.0,0.0,3.8710000000000004,-0.5306,682.97,33.41,129.75,0.0,0.0,0.0,34.99,712.34,10.3,1908.0,0.0,0.0,0.0,0.0
1285.333,60.7,64.77,-0.9887,1910.0,0.0,3.822,-0.3879,683.34,33.43,105.12,0.0,0.0,0.0,35.01,712.71,11.93,1910.0,0.0,0.0,0.0,0.0
1286.306,60.75,63.12,-1.2817,1913.0,0.0,3.759,-0.2047,683.71,33.45,121.01,0.0,0.0,0.0,35.03,713.08,12.15,1913.0,0.0,0.0,0.0,0.0
1287.278,60.8,65.53,-0.8556,1915.0,0.0,3.734,-0.1328,684.09,33.47,124.45,0.0,0.0,0.0,35.05,713.45,12.55,1915.0,0.0,0.0,0.0,0.0
1288.25,60.85,64.91,-0.9662,1918.0,0.0,3.66,0.0828,684.46,33.49,123.56,0.0,0.0,0.0,35.07,713.82,13.1,1918.0,0.0,0.0,0.0,0.0
1289.222,60.9,63.43,-1.229,1920.0,0.0,3.698,-0.0311,685.2,33.53,178.09,0.0,0.0,0.0,35.09,714.2,12.28,1920.0,0.0,0.0,0.0,0.0
1290.235,60.95,62.41,-1.4105,1923.0,0.0,3.63,0.1668,685.57,33.55,158.62,0.0,0.0,0.0,35.11,714.57,12.39,1923.0,0.0,0.0,0.0,0.0
1291.4080000000001,61.0,61.69,-1.5389,1925.0,0.0,3.522,0.4836,685.95,33.57,160.52,0.0,0.0,0.0,35.13,714.94,12.25,1925.0,0.0,0.0,0.0,0.0
1292.5819999999999,61.05,60.0,-1.8391,1928.0,0.0,3.469,0.6372,686.32,33.59,165.59,0.0,0.0,0.0,35.15,715.31,13.72,1928.0,0.0,0.0,0.0,0.0
1293.755,61.1,61.8,-1.5212,1930.0,0.0,3.513,0.5056,687.06,33.63,157.2,0.0,0.0,0.0,35.17,715.68,13.88,1930.0,0.0,0.0,0.0,0.0
1294.9289999999999,61.15,63.03,-1.3043,1933.0,0.0,3.464,0.6474,687.43,33.65,155.92,0.0,0.0,0.0,35.19,716.06,13.67,1933.0,0.0,0.0,0.0,0.0
1296.1019999999999,61.2,65.07,-0.9439,1935.0,0.0,3.505,0.5246,687.8,33.67,161.65,0.0,0.0,0.0,35.21,716.43,15.45,1935.0,0.0,0.0,0.0,0.0
1297.276,61.25,69.19,-0.2152,1938.0,0.0,3.5780000000000003,0.3064,688.17,33.69,160.4,0.0,0.0,0.0,35.23,716.85,15.43,1938.0,0.0,0.0,0.0,0.0
1298.4489999999998,61.3,74.26,0.6818,1940.0,0.0,3.511,0.5023,688.92,33.73,110.24,0.0,0.0,0.0,35.27,717.68,15.52,1940.0,0.0,0.0,0.0,0.0
1299.622,61.35,76.03,0.9944,1943.0,0.0,4.019,-0.9994,689.29,33.75,61.45,0.0,0.0,0.0,35.29,718.1,15.45,1943.0,0.0,0.0,0.0,0.0
1300.796,61.4,75.23,0.8518,1945.0,0.0,4.031000000000001,-1.0367,689.66,33.77,44.04,0.0,0.0,0.0,35.31,718.52,15.73,1945.0,0.0,0.0,0.0,0.0
1301.969,61.45,72.59,0.3833,1948.0,0.0,4.171,-1.4525,690.03,33.79,36.57,0.0,0.0,0.0,35.33,718.94,15.54,1948.0,0.0,0.0,0.0,0.0
1303.143,61.5,73.38,0.5223,1950.0,0.0,4.103,-1.2537,690.41,33.81,43.11,0.0,0.0,0.0,35.35,719.36,15.71,1950.0,0.0,0.0,0.0,0.0
1304.316,61.55,75.5,0.8969,1953.0,0.0,4.031000000000001,-1.044,690.78,33.83,33.97,0.0,0.0,0.0,35.37,719.77,15.8,1953.0,0.0,0.0,0.0,0.0
1305.49,61.6,76.29,1.0359,1955.0,0.0,3.892,-0.6357,691.15,33.85,35.68,0.0,0.0,0.0,35.39,720.19,15.2,1955.0,0.0,0.0,0.0,0.0
1306.663,61.65,76.44,1.0615,1958.0,0.0,3.7739999999999996,-0.2903,691.52,33.87,32.93,0.0,0.0,0.0,35.41,720.61,17.01,1958.0,0.0,0.0,0.0,0.0
1307.837,61.7,77.04,1.1669,1960.0,0.0,3.843,-0.4957,691.89,33.89,35.35,0.0,0.0,0.0,35.43,721.03,15.5,1960.0,0.0,0.0,0.0,0.0
1309.01,61.75,77.01,1.1606,1963.0,0.0,3.904,-0.6785,692.26,33.91,76.5,0.0,0.0,0.0,35.45,721.45,15.52,1963.0,0.0,0.0,0.0,0.0
1310.184,61.8,76.77,1.1172,1965.0,0.0,3.741,-0.1993,692.64,33.93,37.57,0.0,0.0,0.0,35.47,721.87,15.63,1965.0,0.0,0.0,0.0,0.0
1311.3570000000002,61.85,76.66,1.0968,1968.0,0.0,3.611,0.1815,693.01,33.95,44.56,0.0,0.0,0.0,35.49,722.28,15.53,1968.0,0.0,0.0,0.0,0.0
1312.531,61.9,76.46,1.0605,1970.0,0.0,3.748,-0.2246,693.38,33.97,34.06,0.0,0.0,0.0,35.51,722.7,16.78,1970.0,0.0,0.0,0.0,0.0
1313.704,61.95,75.98,0.9746,1973.0,0.0,3.5210000000000004,0.4425,693.75,33.99,27.42,0.0,0.0,0.0,35.53,723.12,15.99,1973.0,0.0,0.0,0.0,0.0
1314.878,62.0,73.43,0.5221,1975.0,0.0,3.5789999999999997,0.2695,694.12,34.01,92.41,0.0,0.0,0.0,35.55,723.54,16.13,1975.0,0.0,0.0,0.0,0.0
1316.0510000000002,62.05,75.26,0.8453,1978.0,0.0,3.426,0.7182,694.5,34.03,33.41,0.0,0.0,0.0,35.57,723.96,16.15,1978.0,0.0,0.0,0.0,0.0
1317.224,62.1,73.4,0.5149,1980.0,0.0,3.335,0.9849,694.87,34.05,26.6,0.0,0.0,0.0,35.59,724.37,15.84,1980.0,0.0,0.0,0.0,0.0
1318.398,62.15,68.44,-0.3644,1983.0,0.0,3.38,0.8494,695.24,34.07,44.89,0.0,0.0,0.0,35.61,724.79,16.69,1983.0,0.0,0.0,0.0,0.0
1319.5710000000001,62.2,68.08,-0.4291,1985.0,0.0,3.3489999999999998,0.939,695.61,34.09,31.81,0.0,0.0,0.0,35.63,725.21,16.27,1985.0,0.0,0.0,0.0,0.0
1320.745,62.25,68.81,-0.3007,1988.0,0.0,3.522,0.4258,695.98,34.11,25.0,0.0,0.0,0.0,35.65,725.63,16.13,1988.0,0.0,0.0,0.0,0.0
1321.918,62.3,68.62,-0.3352,1990.0,0.0,3.673,-0.0216,696.35,34.13,15.48,0.0,0.0,0.0,35.67,726.05,16.55,1990.0,0.0,0.0,0.0,0.0
1323.092,62.35,68.19,-0.4123,1993.0,0.0,3.668,-0.0096,696.73,34.15,36.91,0.0,0.0,0.0,35.69,726.47,15.96,1993.0,0.0,0.0,0.0,0.0
1324.265,62.4,68.76,-0.3123,1995.0,0.0,3.592,0.2128,697.1,34.17,27.81,0.0,0.0,0.0,35.71,726.88,16.9,1995.0,0.0,0.0,0.0,0.0
1325.4389999999999,62.45,68.19,-0.4141,1998.0,0.0,3.685,-0.0644,697.47,34.19,33.98,0.0,0.0,0.0,35.73,727.3,16.69,1998.0,0.0,0.0,0.0,0.0
1326.612,62.5,66.69,-0.6807,2000.0,0.0,3.839,-0.5206,697.84,34.21,27.1,0.0,0.0,0.0,35.75,727.72,16.38,2000.0,0.0,0.0,0.0,0.0
1327.786,62.55,64.37,-1.0925,2003.0,0.0,3.82,-0.4673,698.21,34.23,29.68,0.0,0.0,0.0,35.77,728.14,16.76,2003.0,0.0,0.0,0.0,0.0
1328.9589999999998,62.6,62.62,-1.4033,2005.0,0.0,3.929,-0.7908,698.58,34.25,24.17,0.0,0.0,0.0,35.79,728.56,16.45,2005.0,0.0,0.0,0.0,0.0
1330.1329999999998,62.65,61.76,-1.5565,2008.0,0.0,3.8710000000000004,-0.6224,698.96,34.27,38.45,0.0,0.0,0.0,35.81,728.97,17.42,2008.0,0.0,0.0,0.0,0.0
1331.306,62.7,62.5,-1.4264,2010.0,0.0,3.5589999999999997,0.2964,699.33,34.29,15.04,0.0,0.0,0.0,35.83,729.39,17.61,2010.0,0.0,0.0,0.0,0.0
1332.48,62.75,61.35,-1.6309,2013.0,0.0,3.655,0.0104,699.7,34.31,26.43,0.0,0.0,0.0,35.87,730.23,16.93,2013.0,0.0,0.0,0.0,0.0
